NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);DATA/HORA;HORA REAL;DATA;DATA-HORA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LONG DEC;LAT DEC;LOCAL;VF;FER.;DES.;N:DE INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
SEM NOME;8;DLPREP;DLPREP;BRASIL;NÃO INSCRITA;3,46;03/FEV/2019  12:00;10:00;03/FEV/2019;031200O/FEV/2019;BOTE;INTERIOR;SEM ATIVIDADE DEFINIDA;REMO;NAUFRÁGIO;;;Rio Paranapanema, município de Alvorada do Sul-PR;1;0;0;NÃO INSCRITA;FIBRA;
ELLOW QUEEN - NUPELIA VII;8;DLGUAI;DLGUAI;BRASIL;2,6;5,15;02/FEV/19  18:30;15:30;02/FEV/19;021830P/FEV/19;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;;RIO PARANÁ, NO MUNICÍPIO DE PORTO RICO-PR;1;0;0;4050243130;FIBRA;
COOPER XVI;4;CFAREM;CFAREM;BRASIL;5;8,6;31/JAN/2019  06:00;3:00;31/JAN/2019;310600P/JAN/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;;;Rio Amazonas, nas proximidades do município de Oriximiná-PA;0;0;0;230922520;ALUMÍNIO;
CIDADE DO RIO DE JANEIRO MV 14;1;CPMCAE;CPMCAE;BAHAMAS;146,575;310,50;30/JAN/2019  15:20;13:20;30/JAN/2019;301520O/JAN/2019;PLATAFORMA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL ABORDO;-22,85861111;-40,36138889;"Espadarte - Bacia de Campos - Campos dos Goytacazes - RJ - coordenada geográfica de Latitude 22:51'31.18''S e Longitude 040:21'31.41""W""";0;1;0;381E004821;AÇO;
SEM NOME;8;DLGUAI;DLGUAI;BRASIL;NÃO INSCRITA;A SER APURADO;04/FEV/2019  00:05;21:05;04/FEV/2019;040005P/FEV/2019;OUTRAS EMBARCAÇÕES;INTERIOR;A SER APURADO;SEM PROPULSÃO;MORTE DE PESSOA;;;RIO PARANÁ - GUAÍRA-PR;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
WALDEMARO SCHMIDT - HM 08 - VIVIANE - MÃE FRANCISCA I - MÃE FRANCISCA II;9;CFPVEL;CFPVEL;BRASIL;238;26,0;04/FEV/2019  18:40;14:40;04/FEV/2019;041840Q/FEV/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;;;RIO MADEIRA, PRÓXIMO DO SÍTIO SÃO JOÃO, PORTO VELHO-RO;0;0;0;11433361;AÇO;
BERTOLINI CXXX - BERTOLINI XXXIV - A SE APURADO;9;CFPVEL;CFPVEL;BRASIL;A SER APURADO;A SER APURADO;04/FEV/2019  01:00;21:00;04/FEV/2019;040100Q/FEV/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;;;RIO MADEIRA, PONTE SOBRE O RIO MADEIRA, PORTO VELHO-RO;0;0;0;A SER APURADO;AÇO;
GLADIADOR - DURINHA B;1;CPRIOJ;AGPRTI;BRASIL;19,10;14,40;03/FEV/2019  19:00;17:00;03/FEV/2019;031900O/FEV/2019;ESCUNA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ABALROAMENTO;;;NAS PROXIMIDADES DA MARINA 188 - BAIA DE PARATY;0;0;0;3868898301;MADEIRA;NÃO POSSUI
IPEZIM;1;CPRIOJ;CPRIOJ;BRASIL;4;8,53;06/FEV/2019  19:00;17:00;06/FEV/2019;061900O/FEV/2019;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;AVARIA DE MÁQUINAS;;;Proximidades da Praia do Arpoador, Rio de Janeiro-RJ;0;0;0;3813893740;FIBRA;
360 SPORTS;1;CPRIOJ;CPRIOJ;BRASIL;MIÚDA;4,5;05/FEV/2019  04:00;2:00;05/FEV/2019;050400O/FEV/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;Proximidades da Ilha da Coroa, Canal de Marapendi - Rio de Janeiro-RJ;0;0;0;382M2001017366;FIBRA;
CERVEJA;1;DLANGR;DLANGR;BRASIL;2,4;6,55;06/FEV/2019  23:37;20:37;06/FEV/2019;062337P/FEV/2019;VELEIRO;INTERIOR;ESPORTE E RECREIO;MISTA;AVARIA DE GOVERNO;;;ABRAÃO, ILHA GRANDE, ANGRA DOS REIS - RJ;0;0;0;4410121316;FIBRA;
JARUMÃ;4;CPBLEM;CPBLEM;BRASIL;142;34,30;05/FEV/2019  05:20;2:20;05/FEV/2019;050520P/FEV/2019;NM DE PASSAGEIROS;INTERIOR;PASSAGEIRO;MOTOR;ENCALHE;;;"Quando navegava nas proximidades da Ilha do Papagaio, em águas do Município de Barcarena-PA, região não cartografada;";0;0;0;210001721;AÇO;
FASCINAÇÃO;7;CPFBRA;CPFBRA;BRASIL;1;5,50;02/FEV/2019  18:00;15:00;02/FEV/2019;021800P/FEV/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;;;O CAIS DO NIB NÁUTICA, LAGO PARANOÁ-DF;0;0;0;5210150313;FIBRA;
STAR KIRKENES;8;CPSANT;CPSANT;NORUEGA;37,158;208,73;31/JAN/2019  09:20;7:20;31/JAN/2019;310920O/JAN/2019;NM PORTA CONTENTOR;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM ESTIVADOR;;;ATRACADO NO TERMINAL 32 - PORTO DE SANTOS- SP;0;1;0;SOLAS-IMO 9396127;AÇO;
ILHA DO TANQUE I;2;CPSALV;CPSALV;BRASIL;3,0;7,08;01/FEV/2019  15:20;12:20;01/FEV/2019;011520P/FEV/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ACIDENTES COM PESSOAS EM GERAL ABORDO;;;"Nas proximidades da Prainha de Aratu, no interior da Baía Aratu, no município de Salvador-BA;";0;1;0;2810251410;FIBRA;
CAPE MARIA;1;CPVITO;CPVITO;ILHAS MARSHAL;87,440;288,97;06/FEV/2019  16:00;13:00;06/FEV/2019;061600P/FEV/2019;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL ABORDO;;;"Porto de Tubarão - ES, Píer 1- Norte, Vitória – ES, Berço 101;";0;1;0;SOLAS-IMO 9282431;AÇO;
LADY GYOVANNA;1;CPRIOJ;CPRIOJ;BRASIL;MIÚDA;5,0;05/FEV/2019  04:00;2:00;05/FEV/2019;050400O/FEV/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;Proximidades da Ilha da Coroa, Canal de Marapendi - Rio de Janeiro-RJ;0;0;0;383M2001020751;FIBRA;
ALOHA`S;3;CPSSOA;CPSSOA;BRASIL;2,0;8,3;02/FEV/2019  14:00;11:00;02/FEV/2019;021400P/FEV/2019;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;VELA;ÁGUA ABERTA;;;"PROXIMIDADES DA PRAIA DO CABO BRANCO - JOÃO PESSOA-PB;";0;0;0;2010218744;FIBRA;
SEM NOME;9;CPNAUS;CPNAUS;BRASIL;NÃO INSCRITA;2/jan/2000;27/JAN/2019  00:00;20:00;27/JAN/2019;270000Q/JAN/2019;CANOA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-3,07444444;-59,67222222;"RIO AMAZONAS, PROXIMIDADES DA COMUNIDADE TERRA NOVA, MANAUS-AM, LAT  03:04' 28""S LONG 059:40'20""W;";0;0;2;A SER APURADO;ALUMÍNIO;
MODO PESSOAL;1;CPRIOJ;CPRIOJ;BRASIL;5,70;9,15;07/FEV/2019  08:00;6:00;07/FEV/2019;070800O/FEV/2019;VELEIRO;INTERIOR;ESPORTE E RECREIO;MISTA;ENCALHE;;;Praia de Icaraí, Niterói-RJ;0;0;0;4030175538;FIBRA;
TAMATINGA III;2;DLSEGU;DLSEGU;BRASIL;A SER APURADO;4,95;07/FEV/2019  15:00;15:00;07/FEV/2019;071500Z/FEV/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ACIDENTES COM PESSOAS EM GERAL ABORDO;-16,80027778;-39,07388889;"Nas proximidades da Barraca do Gaúcho (Orla Norte) no município de  Porto Seguro-BA, na LAT 16:38'577''S /LONG 039:03'086''W ;";0;2;0;293M2006000131;FIBRA;
ALBATROZ RFL;7;CPFBRA;CPFBRA;BRASIL;3,4;9,07;05/FEV/2019  08:30;5:30;05/FEV/2019;050830P/FEV/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;NO CAIS DO CLUBE NAVAL DE BRASÍLIA, LAGO PARANOÁ-DF;0;0;0;4010788291;FIBRA;
CAP. MIMIRO -  RAINHA DO JURUÁ - DONA RAIMUNDA IV;4;CPBLEM;CPBLEM;BRASIL;56;17,50;06/FEV/2019  03:00;0:00;06/FEV/2019;060300P/FEV/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;AVARIA DE GOVERNO;;;Navegando pelo Furo do Maguari, orla fluvial de Icoaraci, Carta Náutica n:304/DHN;0;0;0;11437057;AÇO;
FREVO;3;CPCIFE;CPCIFE;BRASIL;A SER APURADO;10,30;10/FEV/2019  10:35;7:35;10/FEV/2019;101035P/FEV/2019;OUTRAS EMBARCAÇÕES;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;-7,82055556;-34,82333333;"LAT. 07:49'14.1""S LONG. 034:49'24.6""W - 1 MILHA NÁUTICA DA ILHA DE ITAMARACÁ-PE";0;0;0;2210162106;FIBRA;
R ELAXA;5;DCPJAI;DCPJAI;BRASIL;A SER APURADO;12,10;09/FEV/2019  21:00;21:00;09/FEV/2019;0921000/FEV/2019;OUTRAS EMBARCAÇÕES;CABOTAGEM;ESPORTE E RECREIO;MOTOR;COLISÃO;;;ENTRE AS PRAIAS DE TAQUARAS E LARANJEIRAS - MUNICÍPIO DE BALNEÁRIO CAMBORIÚ/SC;0;6;0;4430489963;FIBRA;
SEM NOME;8;CPFTPR;CPFTPR;BRASIL;NÃO INSCRITA;5,0;09/JAN/2019  18:00;16:00;09/JAN/2019;091800O/JAN/2019;BOTE;A SER APURADO;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-20,06805556;-50,90527778;rio Paraná, nas proximidades do córrego do Cancan, município de Santa Fé do Sul-SP, na posição aproximada Lat 20:04' 05”S e Long 050:54' 19”W;2;0;0;NÃO INSCRITA;ALUMÍNIO;
SAPURA RUBI;1;CPRIOJ;CPRIOJ;PANAMÁ;18,098;146,3;09/FEV/2019  08:55;6:55;09/FEV/2019;090855O/FEV/2019;SUPPLY;APOIO MARITIMO;CARGA;MOTOR;ENCALHE;;;canal de acesso ao Terminal BHGE (BANIT), Niterói-RJ;0;0;0;381E010911;AÇO;
UNITED HARMONY;1;CPRIOJ;CPRIOJ;PANAMÁ;24,328;182,87;10/FEV/2019  06:30;4:30;10/FEV/2019;100630O/FEV/2019;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL ABORDO;-23,05000000;-40,28555556;Lat 23:03.0`S / Long 040:17.8`W, Litoral do Rio de Janeiro-RJ;0;1;0;SOLAS-IMO 9755672;AÇO;
TARGET;2;CPSALV;CPSALV;BRASIL;3;7,0;09/FEV/2019  20:10;17:10;09/FEV/2019;092010P/FEV/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;"nas proximidades da Ilha de Maré, no interior da Baía de Todos os Santos, município de Salvador-BA;";0;0;0;2818914299;FIBRA;
JANGADEIRO;3;CPCEIO;CPCEIO;BRASIL;2;6,5;09/FEV/2019  10:00;7:00;09/FEV/2019;091000P/FEV/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;A aproximadamente 20 metros da praia de Maragogi - AL;0;0;0;2210128161;FIBRA;
GNAISSE;5;DLSFSL;DLSFSL;BRASIL;5;7,17;30/JAN/2019  20:00;20:00;30/JAN/2019;302000Z/JAN/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ÁGUA ABERTA;;;proximidades da Ilha Velha, Município de São Francisco do Sul, SC;0;1;0;4420203412;FIBRA;
UNGIDO;8;CPSANT;CPSANT;BRASIL;2,9;10,3;31/JAN/2019  10:00;8:00;31/JAN/2019;311000O/JAN/2019;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;;;"ATRACADA PRÓXIMA À PONTE MANOEL DE NÓBREGA, MUNICÍPIO DE ITANHAÉM;";0;0;0;4430067791;MADEIRA;NÃO POSSUI
PREGO I;8;CPSANT;CPSANT;BRASIL;MIÚDA;3,22;03/FEV/2019  16:30;14:30;03/FEV/2019;031630O/FEV/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;;;QUANDO NAVEGANDO NA REPRESA DE NAZARÉ PAULISTA- SP;1;1;0;521M2010006902;FIBRA;
VITBOAT I - VITBOAT II;8;CPSANT;CPSANT;BRASIL;3,44;7,0;04/FEV/2019  03:30;1:30;04/FEV/2019;040330O/FEV/2019;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ALAGAMENTO;;;ATRACADO NO TERMINAL DA TRANSPETRO - PORTO DE SANTOS- SP;0;0;0;4030220584;AÇO;
MAERSK LA PAZ;8;CPSANT;CPSANT;HONG KONG;89,097;299,9;04/FEV/2019  03:30;1:30;04/FEV/2019;040330O/FEV/2019;NM PORTA CONTENTOR;LONGO-CURSO;CARGA;MOTOR;QUEDA DE CARGA E/OU EQUIPAMENTO N’ÁGUA;;;ATRACADO NO TECON 1 SANTOS BRASIL, MARGEM ESQUERDA DO PORTO DE SANTOS - SP;0;0;0;SOLAS-IMO 9526899;AÇO;
SEM NOME;9;CPNAUS;AGTINS;BRASIL;NÃO INSCRITA;6,0;11/JAN/2019  05:00;1:00;11/JAN/2019;110500Q/JAN/2019;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-2,79694444;-57,20388889;"Paraná DO RAMOS, EM FRENTE AO FURO DO ESTÁCIO, NO MUNICÍPIO DE BARREIRINHA-AM, LAT 02:47’ 494S"" LONG 057:12' 149W";1;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
SEM NOME;9;CPNAUS;AGTINS;BRASIL;NÃO INSCRITA;6,0;23/JAN/2019  01:30;21:30;23/JAN/2019;230130Q/JAN/2019;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;SEM PROPULSÃO;NAUFRÁGIO;-2,62222222;-56,73388889;"RIO AMAZONAS, EM FRENTE AO PORTO DO MUNICÍPIO, NO MUNICÍPIO DE PARINTINS-AM, LAT: 02:37' 20.38"" S LONG: 56:44' 2.63""W";0;1;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
EUGENIO - CELIA I;9;CFPVEL;CFPVEL;BRASIL;28,20;17,0;07/FEV/2019  19:00;15:00;07/FEV/2019;071900Q/FEV/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;AVARIA DE GOVERNO;;;RIO MADEIRA, PRÓXIMO A PONTE EM CONSTRUÇÃO SOBRE O RIO MADEIRA, DISTRITO DE ABUNÃ, PORTO VELHO-RO;0;0;0;30051312;AÇO;
NOVA MARTINS - MARCA CASCO  - 9 DE JULHO;6;CPUMBA;CPUMBA;BRASIL;49;17,4;09/FEV/2019  15:00;12:00;09/FEV/2019;091500P/FEV/2019;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ENCALHE;;;Rio Negrinho, próximo ao morro do Ferro no município de Corumbá – MS;0;0;0;4810079236;AÇO;
CARDOZO JUNIOR;1;CPRIOJ;CPRIOJ;BRASIL;26;17,2;06/FEV/2019  22:30;20:30;06/FEV/2019;062230O/FEV/2019;BARCO;CABOTAGEM;PESCA;MOTOR;COLISÃO;;;Proximidades Ilhas Cagarras, Rio de Janeiro-RJ;0;0;0;3810009954;MADEIRA;A SER APURADO
CATARINA XIV;1;CPVITO;CPVITO;BRASIL;MIÚDA;4,9;13/FEV/2019  14:00;11:00;13/FEV/2019;131400P/FEV/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;;;Nas proximidades do Farol de Santa Luzia, Vila Velha - ES, em direção ao Porto de Tubarão, costeando a Praia de Camburi, Vitória - ES;0;0;0;341M2012002984;ALUMÍNIO;
TERMINAL AUTO ELEVÁVEL TIPO JACK-UP;4;CPSTNA;CPSTNA;A SER APURADO;A SER APURADO;A SER APURADO;12/FEV/2019  07:00;4:00;12/FEV/2019;120700P/FEV/2019;FLUTUANTE;A SER APURADO;A SER APURADO;SEM PROPULSÃO;NAUFRÁGIO;-0,20194444;-51,27805556;Rio Amazonas, Nas proximidades do local do extinto Terminal da antiga empresa ANGLO FERROUS AMAPÁ MINERAÇÃO LTDA, no município de Santana, Estado do Amapá, distante cerca de 1 MN da sede desta Capitania, na posição estimada de LAT. 00:12’07.0”S / LONG. 051:16’41.6”W;0;0;0;A SER APURADO;AÇO;
OLIVEIRA NOBRE II;4;CPBLEM;CPBLEM;BRASIL;263;31,5;13/FEV/2019  23:30;20:30;13/FEV/2019;132330P/FEV/2019;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ENCALHE;;;avegando no rio Pará, nas proximidades da Ilha Atuá, Carta Náutica n:305/DHN;0;0;0;220081344;MADEIRA;POSSUI
MACUCO RAFTING XI;8;CPFOZU;CPFOZU;BRASIL;MIÚDA;5,9;12/FEV/2019  11:30;9:30;12/FEV/2019;121130O/FEV/2019;BOTE;INTERIOR;PASSAGEIRO;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;;;Rio Iguaçu/Foz do Iguaçu-PR;0;2;0;961M2013008938;BORRACHA;
ROSILEIDE - ARCA DE DEUS;3;CPCEIO;CPCEIO;BRASIL;MIÚDA;6,2;10/FEV/2019  12:00;9:00;10/FEV/2019;101200P/FEV/2019;JANGADA;INTERIOR;PASSAGEIRO;VELA;ABALROAMENTO;;;Nas proximidades da praia de Pajuçara, Maceió - AL;0;1;0;241M2008000874;MADEIRA;NÃO POSSUI
SEPETIBA BAY;1;CPVITO;CPVITO;LIBÉRIA;23,425;28/jun/2000;08/FEV/2019  12:00;9:00;08/FEV/2019;081200P/FEV/2019;NM DE CARGA GERAL;CABOTAGEM;CARGA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;;;Porto de Rio Grande – RS / Portocel, Terminal Especializado de Barra do Riacho – ES / Porto de Rio Grande – RS;0;0;0;SOLAS-IMO 9496343;AÇO;
PIO GRANDE;1;CPVITO;CPVITO;BRASIL;19,999;178,7;01/FEV/2019  20:55;17:55;01/FEV/2019;012055P/FEV/2019;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;COLISÃO;;;"Canal de Tubarão, Vitória-ES;";0;0;0;SOLAS-IMO3813887464;AÇO;
SEM NOME;8;DLPREP;DLPREP;BRASIL;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;BOTE;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;Rio Paranapanema, município de Ipaussu-SP;1;0;0;A SER APURADO;ALUMÍNIO;NÃO POSSUI
SEM LIMITE;3;CPCIFE;CPCIFE;BRASIL;A SER APURADO;11,93;17/FEV/2019  14:00;11:00;17/FEV/2019;171400P/FEV/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-7,83027778;-34,82111111;"LAT. 07:49'49""S LONG. 034:49'16""W - 1,4 MILHA NÁUTICA DO PONTAL DE MARIA FARINHA, PAULISTA-PE";0;0;0;2210152747;FIBRA;
HOMERO III;1;DLRUCA;DLRUCA;BRASIL;MIÚDA;4,65;30/JAN/2019  13:00;11:00;30/JAN/2019;301300O/JAN/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,93972222;;Naufragada das proximidades das coordenadas de Latitude 23:56.23'S e  Longitude 043:50.11' W, na bacia de manobra do Porto de Itaguaí, Itaguaí - RJ;0;0;0;381M2018004767;FIBRA;
ELDADE;1;CPMCAE;CPMCAE;BRASIL;28,8;14,2;15/FEV/2019  03:00;1:00;15/FEV/2019;150300O/FEV/2019;BOTE;CABOTAGEM;PESCA;MOTOR;AVARIA DE GOVERNO;-0,37583333;-41,68888889;"A aproximadamente 40 milhas da Ilha de Santana, Macaé - RJ; nas coordenadas geográficas Latitude 22° 33,000”S e Longitude 041°41'200""W";0;1;0;3410232508;MADEIRA;
RAIMUNDO - EXPRESS;8;DLPREP;DLPREP;BRASIL;1;6,0;16/FEV/2019  18:00;16:00;16/FEV/2019;161800O/FEV/2019;LANCHA;INTERIOR;OUTRA ATIVIDADE OU SERVIÇO;MOTOR;ABALROAMENTO;;;Rio Paraná, município de Marilena-PR;0;1;0;4022121319;ALUMÍNIO;
SEM NOME;4;CPSTNA;CPSTNA;A SER APURADO;A SER APURADO;A SER APURADO;10/FEV/2019  12:00;9:00;10/FEV/2019;101200P/FEV/2019;A SER APURADO;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;;;Quando navegava com cinco ocupantes a bordo, no trajeto rio Oiapoque, no município de Oiapoque, Estado do Amapá, e um garimpo do lado da Guiana Francesa, destacando que o corpo da única vítima fatal foi encontrado no Oceano Atlântico, na costa francesa;1;0;0;A SER APURADO;A SER APURADO;A SER APURADO
SEM NOME;9;CPNAUS;AGTINS;BRASIL;NÃO INSCRITA;A SER APURADO;03/FEV/2019  10:15;6:15;03/FEV/2019;031015Q/FEV/2019;FLUTUANTE;INTERIOR;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-3,55777778;-58,90111111;Margem direita do Rio Amazonas, Comunidade São Raimundo, Ilha do Soriano, município de Itacoatiara-AM, LAT 03:19.857'S e LONG 058:53.648'W;0;0;1;NÃO INSCRITA;MADEIRA;
SEM NOME;1;CPRIOJ;CPRIOJ;BRASIL;NÃO INSCRITA;5,5;20/FEV/2019  00:30;21:30;20/FEV/2019;200030P/FEV/2019;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;EMBORCAMENTO;-22,85583333;-43,16583333;"LAT 22:51' 21,91"" S LONG 043 09'57,78"" W, Baía da Guanabara, Rio de Janeiro-RJ";1;0;0;NÃO INSCRITA;MADEIRA;A SER APURADO
COMTE. PAIVA V - FRED WILLIAM I;9;CPNAUS;AGITAC;BRASIL;1,479;54,50;16/FEV/2019  15:40;11:40;16/FEV/2019;161540Q/FEV/2019;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ABALROAMENTO;-2,86333333;-58,05000000;margem direita do Rio Amazonas, abaixo da Ilha do Panumã, Rio Amazonas, LAT 02:51.048’S e 058:2.976’S;0;0;0;230923895;AÇO;
SEM NOME;9;CPNAUS;AGITAC;BRASIL;NÃO INSCRITA;A SER APURADO;08/FEV/2019  15:30;11:30;08/FEV/2019;081530Q/FEV/2019;CANOA;INTERIOR;A SER APURADO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,26166667;-58,47583333;Margem direita do rio Amazonas, nas proximidades da Costa do Catarro, município de Itacoatiara-AM, LAT 03:09'402S LONG 058:27'934W;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
COMTE PAIXÃO I;9;CPNAUS;AGITAC;BRASIL;39;18,20;09/FEV/2019  02:30;22:30;09/FEV/2019;090230Q/FEV/2019;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;;;Rio Apocuitaua, Comunidade Porto Alegre, Maués-AM;1;0;0;005.007.363-;MADEIRA;NÃO POSSUI
BANAV I - CONFIANÇA II - BOM JESUS;4;CPBLEM;CPBLEM;BRASIL;31;14,46;13/FEV/2019  10:00;7:00;13/FEV/2019;131000P/FEV/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;;;Navegando no Furo do Benedito, na Ilha do Combu, Carta Náutica n:304/DHN;0;0;0;210255480;AÇO;
RONDÔNIA;9;CPNAUS;AGTINS;BRASIL;2,801;56,10;07/FEV/2019  04:03;0:03;07/FEV/2019;070403Q/FEV/2019;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ENCALHE;-2,82472222;-57,26527778;"RIO AMAZONAS, EM FRENTE À COMUNIDADE SARACURA NO MOCAMBO DO ARARI/MUNICÍPIO DE PARINTINS, LAT 02° 34' 929""S LONG 057° 15' 552""W";0;0;0;021-186178;AÇO;
NOVO AMANHÃ;1;CPRIOJ;AGSJBA;BRASIL;11;11,0;24/FEV/2019  18:00;15:00;24/FEV/2019;241800P/FEV/2019;TRAINEIRA;CABOTAGEM;PESCA;MOTOR;AVARIA DE MÁQUINAS;;;Aproximadamente 32 milhas a nordeste do Porto do Açu, São João da Barra-RJ;0;0;0;3870052651;MADEIRA;NÃO POSSUI
RIO TAMEGA;1;CPRIOJ;CPRIOJ;BRASIL;9,8;12,5;25/FEV/2019  19:50;16:50;25/FEV/2019;251950P/FEV/2019;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;;;Nordeste da Ilha Rasa, Rio de Janeiro-RJ;0;0;0;3810030601;AÇO;
BERNARDO MAR;1;CPVITO;CPVITO;BRASIL;0,6;5,80;23/FEV/2019  22:30;19:30;23/FEV/2019;232230P/FEV/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;;;Proximidades entre a Praia de Itaparica, Vila Velha – ES e a Área de Fundeio;0;1;0;3420052596;ALUMÍNIO;
ENJOY LIFE I;1;DLANGR;DLANGR;BRASIL;0,95;7,05;25/FEV/2019  16:40;13:40;25/FEV/2019;251640P/FEV/2019;BOTE;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-23,17166667;-44,13111111;"PROXIMIDADES DA PONTA GROSSA DE PALMAS, ILHA GRANDE, ANGRA DOS REIS - RJ, NA MARCAÇÃO APROXIMADA LAT 23:07'191""S LONG 044:07'520""W";0;0;0;3826686438;FIBRA;
LUKI LUKI I;1;DLANGR;DLANGR;BRASIL;54;15,38;25/FEV/2019  18:00;15:00;25/FEV/2019;251800P/FEV/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,02694444;-44,34888889;"NAS PROXIMIDADES DA VILA VELHA, ANGRA DOS REIS - RJ. POSIÇÃO APROXIMADA LAT 23:01'37,5""S LONG 044:20'56,2""W";0;0;0;3860014510;FIBRA;
MAR _10;1;DLANGR;DLANGR;BRASIL;12,9;11,7;25/FEV/2019  17:20;14:20;25/FEV/2019;251720P/FEV/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;;;PÍER DO CONDOMÍNIO VERDES MARES, BAÍA DA RIBEIRA, GAMBOA, ANGRA DOS REIS, RJ;0;0;0;4010807709;FIBRA;
